customerId,gender,Senior_Citizen,Partner,Dependents,Tenure,Tenure_Group,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Contract,Paperless_Billing,Payment_Method,Monthly_Charges,High_Charge_Flag,Total_Charges,Churn,Risk_Score,Risk_Level,,Churn_Flag
6892-EZDTG,Female,0,Yes,No,4,New,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,91.65,High,365.40,Yes,6,High Risk,,1
0587-DMGBH,Female,0,No,No,8,New,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,Normal,365.55,Yes,3,Medium Risk,,1
9565-DJPIB,Female,0,No,Yes,4,New,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,89.60,High,365.65,Yes,6,High Risk,,1
4378-BZYFP,Male,0,No,No,17,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.50,Normal,365.80,No,0,Low Risk,,0
9967-ATRFS,Female,0,No,No,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.90,Normal,367.55,No,2,Low Risk,,0
5339-PXDVH,Male,0,No,No,4,New,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,90.65,High,367.95,No,6,High Risk,,0
4228-ZGYUW,Male,0,No,No,4,New,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.05,High,368.10,Yes,6,High Risk,,1
4776-XSKYQ,Female,0,Yes,Yes,12,New,No,No phone service,DSL,No,No,No,Yes,No,No,One year,No,Credit card (automatic),30.25,Normal,368.85,No,0,Low Risk,,0
5696-EXCYS,Male,0,No,No,17,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.45,Normal,369.05,No,0,Low Risk,,0
8007-YYPWD,Female,0,No,No,15,Mid,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.05,Normal,369.10,No,1,Low Risk,,0
4608-LCIMN,Male,0,Yes,Yes,8,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),44.65,Normal,369.15,No,3,Medium Risk,,0
7629-WIXZF,Female,0,No,No,7,New,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Electronic check,59.10,Normal,369.25,No,1,Low Risk,,0
8455-HIRAQ,Female,0,No,No,8,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.45,Normal,369.30,No,3,Medium Risk,,0
1763-KUAAW,Female,1,No,No,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.35,Normal,369.60,No,0,Low Risk,,0
2041-JIJCI,Female,0,No,No,5,New,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,64.00,Normal,370.25,No,4,Medium Risk,,0
4320-QMLLA,Male,0,No,No,7,New,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,54.85,Normal,370.40,No,3,Medium Risk,,0
1328-EUZHC,Female,0,Yes,No,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.10,Normal,370.50,No,0,Low Risk,,0
7228-OMTPN,Male,0,No,No,4,New,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,88.45,High,370.65,Yes,5,High Risk,,1
2761-XECQW,Male,1,Yes,No,8,New,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,43.35,Normal,371.40,No,3,Medium Risk,,0
3420-ZDBMA,Male,1,No,No,5,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,71.45,High,371.60,No,5,High Risk,,0
4795-KTRTH,Female,1,Yes,No,5,New,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.00,High,371.65,Yes,6,High Risk,,1
0219-YTZUE,Male,0,Yes,Yes,4,New,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),84.80,High,371.90,Yes,6,High Risk,,1
1273-MTETI,Female,1,No,No,4,New,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,88.85,High,372.45,Yes,6,High Risk,,1
9146-JRIOX,Female,0,Yes,Yes,14,Mid,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,25.55,Normal,372.45,No,3,Medium Risk,,0
0373-AIVNJ,Male,0,No,No,9,New,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,One year,No,Mailed check,39.55,Normal,373.00,No,1,Low Risk,,0
5469-NUJUR,Male,0,No,No,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.95,Normal,373.50,No,0,Low Risk,,0
4439-YRNVD,Female,0,No,No,10,New,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,36.25,Normal,374.00,No,3,Medium Risk,,0
5616-PRTNT,Male,0,No,Yes,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.40,Normal,374.50,Yes,2,Low Risk,,1
6458-CYIDZ,Female,1,No,No,5,New,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,80.70,High,374.80,No,5,High Risk,,0
5537-UXXVS,Female,0,Yes,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.25,Normal,375.25,No,2,Low Risk,,0
3011-WQKSZ,Male,0,No,Yes,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.00,Normal,377.55,No,2,Low Risk,,0
7326-RIGQZ,Male,0,Yes,Yes,6,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.80,High,377.85,No,5,High Risk,,0
6689-TCZHQ,Female,1,No,No,5,New,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,78.95,High,378.40,Yes,5,High Risk,,1
7610-TVOPG,Male,0,No,No,15,Mid,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.35,Normal,378.60,No,3,Medium Risk,,0
7636-OWBPG,Male,1,No,No,12,New,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,Normal,381.20,No,2,Low Risk,,0
4952-YSOGZ,Female,0,Yes,Yes,4,New,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,High,381.30,Yes,6,High Risk,,1
6131-IUNXN,Female,0,Yes,Yes,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.20,Normal,382.20,No,2,Low Risk,,0
0811-GSDTP,Female,0,No,Yes,13,Mid,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,30.15,Normal,382.20,No,2,Low Risk,,0
4987-GQWPO,Male,0,No,No,17,Mid,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),25.10,Normal,382.80,No,2,Low Risk,,0
7950-XWOVN,Male,0,No,No,11,New,No,No phone service,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,34.70,Normal,383.55,No,3,Medium Risk,,0
5399-ZIMKF,Male,0,No,No,5,New,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,High,383.65,No,5,High Risk,,0
9945-PSVIP,Female,0,Yes,Yes,25,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,18.70,Normal,383.65,No,0,Low Risk,,0
1178-PZGAB,Female,0,No,No,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.25,Normal,383.65,No,0,Low Risk,,0
6918-UMQCG,Female,0,No,No,5,New,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,80.20,High,384.25,No,5,High Risk,,0
6108-OQZDQ,Female,0,Yes,Yes,4,New,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,97.95,High,384.50,Yes,6,High Risk,,1
7693-LCKZL,Male,0,Yes,Yes,5,New,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,80.15,High,385.00,Yes,6,High Risk,,1
8246-SHFGA,Male,0,No,No,17,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),21.10,Normal,385.55,No,2,Low Risk,,0
0880-TKATG,Male,0,Yes,Yes,4,New,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.15,High,385.90,Yes,6,High Risk,,1
6746-WAUWT,Male,0,No,No,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.70,Normal,386.50,No,0,Low Risk,,0
9763-PDTKK,Female,0,No,No,4,New,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.40,High,387.20,Yes,5,High Risk,,1
4804-NCPET,Male,0,Yes,Yes,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.20,Normal,387.40,No,0,Low Risk,,0
8999-EXMNO,Female,0,Yes,Yes,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,Normal,387.70,No,0,Low Risk,,0
2706-QZIHY,Female,0,Yes,No,15,Mid,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.20,Normal,387.90,No,1,Low Risk,,0
2333-KWEWW,Male,0,No,No,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,Normal,388.60,No,0,Low Risk,,0
4250-FDVOU,Female,0,No,No,6,New,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,Normal,389.10,Yes,3,Medium Risk,,1
1237-WIYYZ,Female,0,No,No,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.55,Normal,389.25,No,2,Low Risk,,0
9095-HFAFX,Female,0,No,No,5,New,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),81.00,High,389.60,Yes,5,High Risk,,1
4307-KWMXE,Male,0,No,No,10,New,No,No phone service,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,35.75,Normal,389.80,No,3,Medium Risk,,0
6339-DKLMK,Female,0,No,No,13,Mid,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,31.65,Normal,389.95,No,2,Low Risk,,0
4703-MQYKT,Male,0,No,No,21,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.60,Normal,390.40,No,0,Low Risk,,0
0516-VRYBW,Female,0,No,Yes,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,Normal,390.85,Yes,0,Low Risk,,1
1057-FOGLZ,Female,0,No,No,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,Normal,391.70,No,2,Low Risk,,0
8242-SOQUO,Female,1,No,No,5,New,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.70,High,392.50,No,5,High Risk,,0
0867-LDTTC,Male,0,No,No,5,New,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,High,392.65,No,5,High Risk,,0
7813-TKCVO,Female,0,Yes,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.35,Normal,393.15,No,0,Low Risk,,0
3345-PBBFH,Male,0,Yes,No,8,New,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.55,Normal,393.45,No,3,Medium Risk,,0
6549-NNDYT,Female,0,No,No,13,Mid,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),30.85,Normal,394.10,No,2,Low Risk,,0
8404-VLQFB,Female,0,Yes,Yes,15,Mid,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,25.25,Normal,394.85,No,3,Medium Risk,,0
2466-FCCPT,Female,0,Yes,Yes,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.70,Normal,395.60,No,0,Low Risk,,0
8098-LLAZX,Female,1,No,No,4,New,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.45,High,396.10,Yes,6,High Risk,,1
7295-JOMMD,Female,0,No,Yes,4,New,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.10,High,396.30,Yes,5,High Risk,,1
7977-HXJKU,Male,0,No,Yes,21,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.60,Normal,397.00,No,0,Low Risk,,0
9696-RMYBA,Male,0,No,No,5,New,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.10,High,398.55,No,5,High Risk,,0
1635-HDGFT,Female,0,No,Yes,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.50,Normal,398.55,No,0,Low Risk,,0
4132-KALRO,Female,0,No,No,4,New,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,100.85,High,399.25,No,6,High Risk,,0
6034-YMTOB,Female,0,No,No,5,New,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,75.65,High,399.45,No,5,High Risk,,0
7083-YNSKY,Female,0,No,No,15,Mid,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),25.40,Normal,399.60,Yes,3,Medium Risk,,1
1223-UNPKS,Male,0,Yes,Yes,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.05,Normal,400.00,No,0,Low Risk,,0
3530-VWVGU,Female,0,Yes,Yes,22,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.90,Normal,400.30,No,2,Low Risk,,0
6432-TWQLB,Male,0,Yes,No,5,New,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,85.40,High,401.10,Yes,6,High Risk,,1
8873-GLDMH,Female,0,No,No,6,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,73.85,High,401.30,No,6,High Risk,,0
3272-VUHPV,Female,0,Yes,Yes,8,New,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),56.30,Normal,401.50,No,3,Medium Risk,,0
8499-BRXTD,Male,0,No,No,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.10,Normal,401.85,No,0,Low Risk,,0
4054-CUMIA,Female,0,Yes,Yes,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.25,Normal,401.95,No,2,Low Risk,,0
6198-ZFIOJ,Female,0,No,No,5,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.60,High,402.50,No,6,High Risk,,0
0621-TWIEM,Male,0,No,No,10,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.55,Normal,402.60,Yes,3,Medium Risk,,1
0305-SQECB,Female,0,No,Yes,11,New,No,No phone service,DSL,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,36.05,Normal,402.60,No,1,Low Risk,,0
1866-ZSLJM,Male,0,No,No,21,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.50,Normal,402.85,No,2,Low Risk,,0
2320-TZRRH,Female,0,No,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.50,Normal,403.15,No,0,Low Risk,,0
8775-CEBBJ,Female,0,No,No,9,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),44.20,Normal,403.35,Yes,3,Medium Risk,,1
5685-IIXLY,Female,0,Yes,Yes,5,New,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.60,High,404.20,Yes,5,High Risk,,1
6135-OZQVA,Female,0,No,No,7,New,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,53.65,Normal,404.35,No,4,Medium Risk,,0
7137-NAXML,Male,0,No,No,23,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,Normal,405.60,No,0,Low Risk,,0
4570-QHXHL,Female,0,No,No,9,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,43.75,Normal,405.70,No,3,Medium Risk,,0
2164-SOQXL,Female,0,Yes,Yes,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.05,Normal,406.05,No,2,Low Risk,,0
5148-HKFIR,Female,0,No,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.70,Normal,406.95,No,0,Low Risk,,0
1133-KXCGE,Female,0,No,No,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.10,Normal,407.05,No,0,Low Risk,,0
5780-INQIK,Female,0,No,No,8,New,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,49.40,Normal,408.25,No,3,Medium Risk,,0
4395-PZMSN,Male,1,No,No,5,New,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.55,High,408.50,No,5,High Risk,,0
7812-FZHPE,Female,0,Yes,Yes,17,Mid,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,24.10,Normal,409.90,Yes,3,Medium Risk,,1
7319-ZNRTR,Male,0,Yes,Yes,25,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.60,Normal,411.15,No,0,Low Risk,,0
8969-PRHFK,Male,0,No,No,18,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,Normal,411.25,No,0,Low Risk,,0
1729-VLAZJ,Female,0,No,Yes,10,New,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,One year,No,Mailed check,40.25,Normal,411.45,No,1,Low Risk,,0
6483-OATDN,Male,0,Yes,Yes,8,New,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),51.30,Normal,411.60,No,3,Medium Risk,,0
1767-TGTKO,Female,0,Yes,Yes,8,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.45,Normal,411.75,No,3,Medium Risk,,0
1569-TTNYJ,Male,0,Yes,No,5,New,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,High,412.10,Yes,6,High Risk,,1
6941-PMGEP,Female,0,No,No,5,New,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.00,High,412.50,Yes,5,High Risk,,1
9617-UDPEU,Female,0,No,No,22,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.25,Normal,412.55,No,0,Low Risk,,0
7527-QNRUS,Male,0,Yes,Yes,17,Mid,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,25.15,Normal,412.60,No,1,Low Risk,,0
3318-ISQFQ,Female,0,No,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),19.50,Normal,413.00,No,2,Low Risk,,0
4853-OITSN,Male,0,Yes,No,5,New,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.15,High,413.25,No,6,High Risk,,0
9250-WYPLL,Female,0,No,No,5,New,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,75.55,High,413.65,Yes,6,High Risk,,1
0856-NAOES,Male,0,No,No,6,New,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,60.90,Normal,414.10,No,3,Medium Risk,,0
1038-RQOST,Male,0,Yes,Yes,19,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.60,Normal,414.95,No,2,Low Risk,,0
7743-EXURX,Male,0,Yes,Yes,8,New,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,51.05,Normal,415.05,Yes,3,Medium Risk,,1
5876-QMYLD,Female,0,Yes,Yes,23,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.05,Normal,415.10,No,0,Low Risk,,0
2243-FNMMI,Male,0,No,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.40,Normal,415.40,No,2,Low Risk,,0
7563-BIUPC,Male,0,No,No,5,New,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.60,High,415.55,Yes,5,High Risk,,1
6060-DRTNL,Female,1,No,No,5,New,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,84.85,High,415.55,Yes,5,High Risk,,1
1964-SVLEA,Male,0,No,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.70,Normal,415.90,No,0,Low Risk,,0
1205-WNWPJ,Female,0,No,No,7,New,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,59.50,Normal,415.95,Yes,3,Medium Risk,,1
4143-OOBWZ,Male,0,Yes,No,5,New,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,81.30,High,416.30,Yes,6,High Risk,,1
3623-FQBOX,Male,0,No,No,21,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.95,Normal,416.40,No,2,Low Risk,,0
6410-LEFEN,Female,0,No,No,9,New,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.15,Normal,416.45,Yes,3,Medium Risk,,1
3556-BVQGL,Female,0,Yes,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.00,Normal,416.45,No,0,Low Risk,,0
2682-KEVRP,Female,1,No,No,22,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,Normal,417.00,No,0,Low Risk,,0
4092-OFQZS,Male,0,Yes,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.65,Normal,417.50,No,0,Low Risk,,0
4712-UYOOI,Female,0,Yes,Yes,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.00,Normal,417.65,No,2,Low Risk,,0
7047-YXDMZ,Male,0,No,No,21,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.00,Normal,417.70,No,2,Low Risk,,0
6435-SRWBJ,Female,0,No,No,5,New,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,82.75,High,417.75,No,6,High Risk,,0
9867-JCZSP,Female,0,Yes,Yes,17,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.75,Normal,418.25,No,0,Low Risk,,0
5309-TAIKL,Female,0,No,No,7,New,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),62.80,Normal,418.30,No,3,Medium Risk,,0
2079-FBMZK,Female,0,No,No,6,New,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.25,High,418.40,Yes,5,High Risk,,1
7511-YMXVQ,Male,0,No,No,9,New,No,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,45.40,Normal,418.80,Yes,3,Medium Risk,,1
5816-SCGFC,Female,1,No,No,7,New,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,51.30,Normal,419.35,No,3,Medium Risk,,0
5495-GPSRW,Male,0,No,No,20,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.70,Normal,419.40,No,0,Low Risk,,0
8069-YQQAJ,Male,0,No,No,14,Mid,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,31.10,Normal,419.70,No,2,Low Risk,,0
2749-CTKAJ,Male,0,Yes,Yes,22,Mid,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,Normal,419.90,No,0,Low Risk,,0
2656-TABEH,Male,0,Yes,No,4,New,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.20,High,420.20,Yes,6,High Risk,,1
2135-DQWAQ,Female,0,No,No,5,New,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,85.30,High,420.45,No,5,High Risk,,0
7102-JJVTX,Female,0,Yes,Yes,9,New,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Mailed check,48.60,Normal,422.30,No,1,Low Risk,,0
6350-XFYGW,Male,1,No,No,4,New,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.75,High,422.40,No,5,High Risk,,0
